Make,Model,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Price
Audi,Q2 Premium Plus I 40 TFSI quattro,2020,10700,Petrol,Automatic,Ahmedabad,White,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,4318,1805,1548,5,55,2950000
Audi,Q7 45 TDI Premium Plus,2018,78000,Diesel,Automatic,Chandigarh,Black,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052,1968,1740,7,75,4900000
Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,2020,16282,Petrol,Automatic,Pune,White,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37,1050000
Hyundai,Verna Fluidic 1.6 CRDi SX,2013,66000,Diesel,Manual,Amritsar,Grey,Third,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,470000
Maruti Suzuki,Wagon R VXI,2017,72019,Petrol,Manual,Ranchi,Silver,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599,1495,1700,5,35,345000
BMW,5-Series 520d Sedan,2013,195000,Diesel,Automatic,Hyderabad,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,,1490000
Mahindra,Scorpio 2.6 Turbo 7 Str,2007,92170,Diesel,Manual,Ranchi,White,Second,Individual,2609 cc,116@3800,277@1700,RWD,4495,1817,1975,7,60,550000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2018,55221,Petrol,Manual,Mumbai,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,484999
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2018,25000,Diesel,Automatic,Noida,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,3350000
Maruti Suzuki,Ritz VXI BS-IV,2011,58888,Petrol,Manual,Delhi,Maroon,Second,Individual,,,,,,,,,,210000
Audi,Q5 45 TFSI Premium Plus,2022,1,Petrol,Automatic,Delhi,Blue,UnRegistered Car,Individual,1984 cc,248 bhp @ 5000 rpm,370 Nm @ 1600 rpm,AWD,4663,1898,1659,5,70,5651000
Renault,Duster RXS 1.5 Petrol MT,2020,23500,Petrol,Manual,Chennai,White,First,Individual,1498 cc,105 bhp @ 5600 rpm,142 Nm @ 4000 rpm,FWD,4360,1822,1695,5,50,890000
Maruti Suzuki,Swift DZire VXI,2012,68000,Petrol,Manual,Kanpur,White,Second,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,325000
Hyundai,Creta SX 1.6 AT Petrol,2019,29096,Petrol,Automatic,Mumbai,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55,1390000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2016,61223,Petrol,Manual,Kanpur,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,459999
Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],2017,86000,Diesel,Manual,Ludhiana,White,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395,1818,1640,5,60,1075000
Hyundai,Verna EX 1.6 CRDi [2017-2018],2013,87000,Diesel,Manual,Ludhiana,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45,484999
Hyundai,i20 Magna 1.2,2013,79287,Petrol,Manual,Kanpur,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45,385000
Mercedes-Benz,GLC 220 d Sport,2018,47009,Diesel,Automatic,Pune,Blue,Second,Individual,,,,,,,,,,4400000
Audi,A6 35 TDI Matrix,2018,48945,Diesel,Automatic,Goa,Black,First,Corporate,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,3900000
Mahindra,Marazzo M2 8 STR,2019,17000,Diesel,Manual,Lucknow,Green,First,Individual,1497 cc,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,FWD,4585,1866,1774,8,45,1050000
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],2019,55000,Diesel,Manual,Lucknow,Silver,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50,1575000
Maruti Suzuki,Baleno Alpha 1.2,2016,38779,Petrol,Manual,Mumbai,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,655000
Mercedes-Benz,E-Class E 220d Expression [2019-2019],2019,72000,Diesel,Automatic,Pune,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,4500000
Maruti Suzuki,Ertiga ZDI + SHVS,2016,67000,Diesel,Manual,Navi Mumbai,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45,865000
Hyundai,Verna Fluidic 1.6 VTVT SX,2017,67000,Petrol,Manual,Navi Mumbai,White,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,699000
Hyundai,Verna Fluidic 1.6 CRDi SX,2012,70000,Diesel,Manual,Jalandhar,White,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,425000
Land Rover,Discovery Sport S,2020,6000,Diesel,Automatic,Hyderabad,White,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2069,1724,7,70,6500000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2017,46000,Diesel,Automatic,Delhi,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,2900000
Mercedes-Benz,GLE 250 d,2017,34000,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,4550000
Hyundai,Xcent S 1.2 (O),2015,23103,Petrol,Manual,Udupi,White,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1660,1520,5,43,490000
Mercedes-Benz,S-Class Maybach S 500,2016,27000,Petrol,Automatic,Delhi,Blue,First,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5453,1899,1498,4,70,11500000
Hyundai,Creta SX 1.6 AT Petrol,2019,9576,Petrol,Automatic,Bangalore,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55,1475000
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],2020,27000,Petrol,Automatic,Panvel,Silver,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655,1835,1760,5,60,1729000
MG,Astor Sharp 1.5 CVT,2021,1942,Petrol,Automatic,Bangalore,Red,First,Individual,1498 cc,108 bhp @ 6000 rpm,144 Nm @ 4400 rpm,FWD,4323,1809,1650,5,48,1764999
Honda,CR-V 2.4 AT,2006,119300,Petrol,Automatic,Pune,Black,Third,Individual,2354 cc,152@6000,215@3600,AWD,4630,1780,1710,5,58,250000
Maruti Suzuki,Alto 800 Lxi,2016,55000,Petrol,Manual,Faridabad,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,245000
Renault,Duster 85 PS RxL,2015,98000,Diesel,Manual,Jamshedpur,White,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50,490000
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],2017,61400,Petrol,Manual,Aurangabad,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,550000
Honda,City V,2016,87693,Petrol,Manual,Pune,Red,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,675000
Mercedes-Benz,C-Class C 200 Avantgarde,2015,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4686,1810,1442,5,66,2225000
Hyundai,Elite i20 Asta 1.4 (O) CRDi,2016,75210,Diesel,Manual,Ahmedabad,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,40,560000
Skoda,Fabia Elegance 1.6 MPI,2012,69000,Petrol,Manual,Mumbai,Silver,First,Individual,1598 cc,105 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4000,1642,1522,5,45,225000
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,2014,88000,Diesel,Automatic,Pune,Black,Second,Individual,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386,1699,1466,5,55,499000
Kia,Sonet GTX Plus 1.0 DCT [2020-2021],2020,15000,Petrol,Automatic,Kolkata,Gold,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45,1055000
Mahindra,XUV500 W11 AT,2020,45350,Diesel,Automatic,Bangalore,White,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70,2048999
BMW,3-Series 320d Luxury Line,2018,68189,Diesel,Automatic,Jaipur,Brown,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57,2775000
Mercedes-Benz,GLA 200 CDI Sport,2015,75000,Diesel,Automatic,Faridabad,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417,1804,1494,5,50,1650000
Maruti Suzuki,Wagon R VXi,2013,45000,Petrol,Manual,Pune,White,First,Individual,998 cc,68@6200,90@3500,,3539,1495,1700,5,35,350000
Audi,A6 35 TDI Premium,2014,33000,Diesel,Automatic,Faridabad,Red,Second,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65,1450000
Mahindra,Scorpio VLX 2WD BS-IV,2014,83000,Diesel,Manual,Rudrapur,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60,600000
BMW,5-Series 520d Sedan,2012,78000,Diesel,Automatic,Mohali,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,,1250000
Toyota,Fortuner 3.0 4x4 MT,2014,211000,Diesel,Manual,Jaipur,White,First,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705,1840,1850,7,80,1675000
Hyundai,Elite i20 Magna 1.2,2015,67000,Petrol,Manual,Hyderabad,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,575000
Ford,Ecosport Titanium+ 1.5L TDCi,2017,75000,Diesel,Manual,Mumbai,Grey,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3999,1765,1708,5,52,699000
Audi,Q7 3.0 TDI quattro Premium Plus,2014,48600,Diesel,Automatic,Nashik,Blue,Second,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089,1983,1737,6,100,2450000
Mercedes-Benz,C-Class C 250 d,2016,48000,Diesel,Automatic,Delhi,Black,First,Individual,2143 cc,204 bhp @ 3800 rpm,500 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66,2775000
Maruti Suzuki,S-Presso VXi,2020,5790,Petrol,Manual,Hyderabad,Silver,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27,430000
Mahindra,Scorpio S5 2WD 7 STR,2018,32000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60,1165000
MG,Hector Sharp 2.0 Diesel Turbo MT,2020,65433,Diesel,Manual,Lucknow,Black,First,Individual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60,1780000
Maruti Suzuki,Swift VDi BS-IV,2011,87230,Diesel,Manual,Hyderabad,Silver,First,Individual,1248 cc,75@4000,190@2000,FWD,3760,1690,1530,5,43,295000
Maruti Suzuki,Swift ZDi,2017,38258,Diesel,Manual,Varanasi,White,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37,495000
Honda,City VX (O) MT,2019,56881,Petrol,Manual,Lucknow,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,975000
Toyota,Innova 2.5 G4 7 STR,2013,76000,Diesel,Manual,Kanpur,Grey,Second,Individual,2494 cc,102@5600,200@1400,,4555,1770,1755,7,55,645000
Renault,Duster 110 PS RxL Diesel,2014,72000,Diesel,Manual,Ludhiana,White,Second,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50,425000
Audi,Q3 2.0 TDI quattro Premium,2012,72000,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64,1350000
Mercedes-Benz,M-Class 350 CDI,2014,60514,Diesel,Automatic,Pune,Silver,First,Individual,2987 cc,234@3800,535@1600,AWD,4781,1911,1774,5,95,3200000
Volvo,V40 Cross Country D3,2013,71141,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370,1783,1458,5,60,1250000
BMW,5-Series 530d M Sport [2013-2017],2018,40937,Diesel,Automatic,Chennai,White,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65,5600000
Maruti Suzuki,Swift DZire VDI,2013,37000,Diesel,Manual,Salem,Gold,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,560000
Mahindra,Scorpio S5 2WD 7 STR,2019,46000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60,1221000
BMW,X5 xDrive 30d M Sport,2015,86999,Diesel,Automatic,Mohali,Yellow,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,,2975000
Honda,City 1.5 S AT,2009,70200,Petrol,Automatic,Mumbai,Grey,Second,Individual,1497 cc,118@6600,146@4600,FWD,4420,1695,1480,5,42,295000
Mercedes-Benz,C-Class 200 CGI,2012,64800,Petrol,Automatic,Delhi,Silver,First,Individual,1796 cc,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,4596,1770,1447,5,66,1300000
Hyundai,Creta 1.6 SX Plus AT,2016,73000,Diesel,Automatic,Dehradun,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,950000
Mercedes-Benz,E-Class E350 CDI Avantgarde,2012,72000,Diesel,Automatic,Vadodara,White,Second,Individual,2987 cc,231@3800,540@1600,RWD,4868,1854,1471,5,80,1350000
Mercedes-Benz,M-Class ML 350 CDI,2015,76345,Diesel,Automatic,Gurgaon,White,First,Individual,2997 cc,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70,2682000
Maruti Suzuki,Alto 800 Lxi,2017,40564,Petrol,Manual,Jamshedpur,Silver,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,286000
Hyundai,i20 Magna 1.4 CRDI,2013,98500,Diesel,Manual,Chandigarh,Silver,First,Individual,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45,340000
Skoda,Rapid Style AT,2020,46807,Petrol,Automatic,Bangalore,Red,First,Individual,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,4413,1699,1466,5,55,1125000
Tata,Nexon XMA Petrol,2018,81000,Petrol,Automatic,Valsad,Red,First,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994,1811,1607,5,44,580000
Maruti Suzuki,Swift DZire VXI,2015,13716,Petrol,Manual,Pune,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,495000
Maruti Suzuki,Swift DZire ZDI,2014,89000,Diesel,Manual,Chennai,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,550000
Kia,Sonet GTX Plus 1.5 AT [2020-2021],2021,13000,Diesel,Automatic,Mumbai,Red,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45,1485000
Skoda,Rapid Monte Carlo 1.6 MPI MT,2018,38000,Petrol,Manual,Bangalore,Red,First,Individual,1598 cc,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413,1699,1466,5,55,885000
Audi,RS5 4.2 Coupe,2012,25500,Petrol,Automatic,Mumbai,Blue,Second,Corporate,4163 cc,444 bhp @ 8250 rpm,430 Nm @ 4000 rpm,AWD,4649,1860,1366,5,64,3650000
Hyundai,Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,2020,17000,Petrol,Automatic,Bangalore,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805,1680,1520,5,37,715000
Mercedes-Benz,R-Class R350 4MATIC,2012,44724,Petrol,Automatic,Bangalore,White,First,Individual,3496 cc,272 bhp @ 6000 rpm,350 Nm @ 5000 rpm,AWD,5157,2183,1659,7,80,2485000
Toyota,Innova 2.4 G 7 STR [2016-2017],2020,24549,Diesel,Manual,Jaipur,Grey,Second,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55,2250000
Hyundai,Creta SX Plus 1.6 AT CRDI,2017,97000,Diesel,Automatic,Zirakpur,Silver,First,Corporate,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,1050000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2018,7800,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,3600000
Honda,City 1.5 S MT,2010,78000,Petrol,Manual,Zirakpur,White,First,Corporate,1497 cc,118@6600,146@4600,FWD,4420,1695,1480,5,42,295000
Renault,Kwid RXT Opt,2019,55000,Petrol,Manual,Varanasi,Silver,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28,375000
Audi,A6 2.0 TFSi Technology Pack,2021,20000,Petrol,Automatic,Bangalore,White,UnRegistered Car,Individual,1984 cc,180 bhp @ 4000 rpm,320 Nm @ 1500 rpm,FWD,4915,1874,1455,5,75,7200000
Tata,Safari XZA Plus 6S Adventure New,2021,13594,Diesel,Automatic,Bangalore,Blue,First,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4661,1894,1786,6,50,2395000
Audi,A6 2.0 TDI Premium,2014,75000,Diesel,Automatic,Ahmedabad,White,First,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65,1775000
Maruti Suzuki,Ritz Vdi BS-IV,2011,65000,Diesel,Manual,Mumbai,Silver,First,Individual,1248 cc,75@4000,190@2000,,3715,1680,1620,5,43,275000
Honda,Brio EX MT,2014,43037,Petrol,Manual,Haldwani,Silver,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35,325000
Maruti Suzuki,Swift ZDi,2013,26000,Diesel,Manual,Delhi,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42,425000
Mahindra,Scorpio S9 2WD 7 STR,2020,78000,Diesel,Manual,Yamunanagar,White,First,Individual,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60,1475000
Toyota,Innova 2.8 GX AT 7 STR [2016-2020],2018,115000,Diesel,Automatic,Delhi,Beige,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55,1580000
Honda,Amaze VX CVT 1.2 Petrol,2021,8700,Petrol,Automatic,Mangalore,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995,1695,1501,5,35,869000
Mercedes-Benz,GLE 250 d,2019,31000,Diesel,Automatic,Mumbai,Grey,First,Corporate,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,5850000
Jeep,Compass Longitude Plus 2.0 Diesel 4x4 AT,2020,41736,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395,1818,1640,5,60,1900000
Maserati,Levante Diesel,2017,40000,Diesel,Automatic,Chennai,White,Second,Individual,2979 cc,275 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,5005,1981,1693,5,80,9000000
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2020,55000,Diesel,Automatic,Delhi,Black,First,Corporate,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,3550000
Porsche,Cayenne Turbo,2014,160000,Petrol,Automatic,Mumbai,Blue,First,Individual,4806 cc,500 bhp @ 6500 rpm,700 Nm @ 2250 rpm,AWD,4846,1939,1702,5,100,3500000
Toyota,Innova GX 2.4 AT 7 STR,2022,11000,Diesel,Automatic,Agra,Black,First,Individual,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55,2425000
BMW,X5 xDrive 30d,2018,24690,Diesel,Automatic,Mumbai,Blue,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,,5811000
Toyota,Fortuner 3.0 MT,2011,117000,Diesel,Manual,Agra,White,Second,Individual,2982 cc,171@3600,343@1400,AWD,4695,1840,1850,7,80,750000
Audi,Q7 35 TDI Premium + Sunroof,2014,95000,Diesel,Automatic,Lucknow,White,First,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089,1983,1737,7,100,2200000
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],2019,76000,CNG,Manual,Kanpur,White,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60,520000
Maruti Suzuki,Alto VXi (O),2018,18000,Petrol,Manual,Lucknow,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35,390000
Maruti Suzuki,Ciaz VXi (O),2015,38000,Petrol,Manual,Mumbai,Gold,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43,540000
Maruti Suzuki,Swift VDi AMT [2018-2019],2018,43000,Diesel,Automatic,Mumbai,Red,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37,699000
Hyundai,Verna Fluidic 1.6 CRDi SX,2013,107000,Diesel,Manual,Chandigarh,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43,484999
Mercedes-Benz,C-Class C 43 AMG,2021,13000,Petrol,Automatic,Delhi,Red,First,Individual,2996 cc,362 bhp @ 5500 rpm,520 Nm @ 2000 rpm,RWD,4702,1810,1434,4,66,7500000
Mercedes-Benz,E-Class E250 CDI BlueEfficiency,2011,85000,Diesel,Automatic,Mohali,White,Second,Individual,2143 cc,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4868,1854,1471,5,90,850000
Tata,Nexon XZA Plus Petrol,2018,8922,Petrol,Automatic,Bangalore,Red,First,Individual,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994,1811,1607,5,44,1085000
Maruti Suzuki,Alto 800 Vxi,2013,47800,Petrol,Manual,Dharwad,Red,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,319000
Mahindra,XUV500 W8,2012,143000,Diesel,Manual,Mohali,Silver,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585,1890,1785,7,70,549000
Tata,Harrier XZ [2019-2020],2019,68758,Diesel,Manual,Hyderabad,White,First,Individual,1956 cc,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598,1894,1706,5,50,1725000
Honda,Mobilio S Diesel,2015,72000,Diesel,Manual,Agra,White,Second,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4386,1683,1603,7,42,475000
Tata,Punch Creative iRA Pack MT,2022,7500,Petrol,Manual,Mumbai,White,First,Individual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,3827,1742,1615,5,37,890000
Maruti Suzuki,Wagon R VXi,2012,37000,Petrol,Manual,Mumbai,Brown,Second,Individual,998 cc,68@6200,90@3500,,3539,1495,1700,5,35,235000
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],2016,22402,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,445000
Honda,City V,2019,12382,Petrol,Manual,Pune,Maroon,First,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,1060000
Maruti Suzuki,Baleno Alpha 1.3,2017,61000,Diesel,Manual,Surat,Orange,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37,690000
Jaguar,F-Pace Prestige,2018,90868,Diesel,Automatic,Chennai,Blue,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4731,2071,1651,5,82,4200000
BMW,X5 xDrive30d Pure Experience (5 Seater),2015,84700,Diesel,Automatic,Pune,Black,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,,2950000
